Films,Year,Oscars,Nominations
Three Orphan Kittens,1936,1,1
Three Russian Girls,1945,0,1
Three Smart Girls,1937,0,3
Through a Glass Darkly,['1962' '1963'],1,2
Throw Momma from the Train,1988,0,1
Thunderball,1966,1,1
Thunderbolt,1930,0,1
Thunderbolt and Lightfoot,1975,0,1
Thursday's Children,1955,1,1
Tim Burton's Corpse Bride,2006,0,1
Timber Toppers,1939,0,1
Timbuktu,2015,0,1
Time Freak,2012,0,1
Time Is Running Out,1971,0,1
Time Piece,1966,0,1
Time Stood Still,1957,0,1
Timecode,2017,0,1
Tin Pan Alley,1941,1,1
Tin Toy,1989,1,1
Tinker Tailor Soldier Spy,2012,0,3
Tit for Tat,1936,0,1
Titanic,1998,12,16
Titus,2000,0,1
Tlayucan,1963,0,1
To Be Alive!,1966,1,1
To Be or Not to Be,['1943' '1984'],0,2
To Catch a Thief,1956,1,3
To Die in Madrid,1966,0,1
To Each His Own,1947,1,2
To Forget Venice,1980,0,1
To Kill a Mockingbird,1963,3,8
To Live Again,1964,0,1
To Live or Let Die,1983,0,1
To the People of the United States,1944,0,1
To the Shores of Iwo Jima,1946,0,1
To the Shores of Tripoli,1943,0,1
Tobruk,1968,0,1
Tom & Viv,1995,0,2
Tom Jones,1964,4,10
Tom Sawyer,1974,0,3
"Tom, Dick and Harry",1942,0,1
Tommy,1976,0,2
Tomorrow We Fly,1944,0,1
Toni Erdmann,2017,0,1
Tonight and Every Night,1946,0,2
Too Many Husbands,1941,0,1
Too Young to Kiss,1952,0,1
"Toot, Whistle, Plunk and Boom",1954,1,1
Tootsie,1983,1,10
Top Gun,1987,1,4
Top Hat,1936,0,5
Topkapi,1965,1,1
Topper,1938,0,2
Topper Returns,1942,0,2
Topper Takes a Trip,1940,0,1
Topsy-Turvy,2000,2,4
Tora! Tora! Tora!,1971,1,5
Torch Song,1954,0,1
Torero!,1958,0,1
Torpedo Run,1959,0,1
Tortilla Flat,1943,0,1
Torture Money,1938,1,1
Total Recall,1991,0,2
"Touché, Pussy Cat",1955,0,1
Toward Independence,1949,1,1
Town without Pity,1962,0,1
Toy Story,1996,0,3
Toy Story 2,2000,0,1
Toy Story 3,2011,2,5
Toy Tinkers,1950,0,1
Toys,1993,0,2
Toys in the Attic,1964,0,1
Trader Horn,1932,0,1
Trading Places,1984,0,1
Traffic,2001,4,5
Traffic Stop,2018,0,1
Traffic with the Devil,1947,0,1
Trail of the Lonesome Pine,1937,0,1
Training Day,2002,1,2
Trainspotting,1997,0,1
Transamerica,2006,0,2
Transatlantic,1933,1,1
Transformers,2008,0,3
Transformers: Dark of the Moon,2012,0,3
Transformers: Revenge of the Fallen,2010,0,1
Traveling Hopefully,1983,0,1
Travels with My Aunt,1973,1,4
Treasure Planet,2003,0,1
Trees and Jamaica Daddy,1958,0,1
Trevor,1995,0,1
Trial,1956,0,1
Triangle,1995,0,1
Tribute,1981,0,1
Trio,1951,0,1
Tristana,1971,0,1
Tron,1983,0,2
Tron: Legacy,2011,0,1
Tropic Holiday,1939,0,1
Tropic Thunder,2009,0,1
Trouble Indemnity,1951,0,1
Trouble the Water,2009,0,1
Troublesome Creek: A Midwestern,1996,0,1
Troy,2005,0,1
Truant Officer Donald,1942,0,1
True Grit,2011,1,12
True Lies,1995,0,1
Trumbo,2016,0,1
Tsotsi,2006,1,1
Tubby the Tuba,1948,0,1
Tucker The Man and His Dream,1989,0,3
Tuesday Morning Ride,1996,0,1
Tulips Shall Grow,1943,0,1
Tulsa,1950,0,1
Tumbleweeds,2000,0,1
Tunes of Glory,1961,0,1
Tup Tup,1973,0,1
Tupac: Resurrection,2005,0,1
Turkey the Bridge,1967,0,1
Turkish Delight,1974,0,1
Tweetie Pie,1948,1,1
Twelve O'Clock High,1950,2,4
Twenty-One Miles,1943,0,1
Twice in a Lifetime,1986,0,1
Twilight of Honor,1964,0,2
Twin Sisters,2004,0,1
Twin Sisters of Kyoto,1964,0,1
Twin Towers,2003,1,1
Twist of Faith,2005,0,1
Twister,1997,0,2
Two Arabian Knights,1929,1,1
"Two Cars, One Night",2005,0,1
"Two Days, One Night",2015,0,1
Two Girls and a Sailor,1945,0,1
Two Hands,2007,0,1
Two Soldiers,2004,1,1
Two Tickets to Broadway,1952,0,1
Two Women,1962,1,1
Two for the Road,1968,0,1
Two for the Seesaw,1963,0,2
Two-Minute Warning,1977,0,1
Typhoon,1941,0,1
U-571,2001,1,2
Ugetsu,1956,0,1
Ulee's Gold,1998,0,1
Ulysses,1968,0,1
Umberto D.,1957,0,1
Unbroken,2015,0,3
Unchained,1956,0,1
Unconquered,1948,0,1
Undefeated,2012,1,1
Under Fire,1984,0,1
Under Siege,1993,0,2
Under Western Stars,1939,0,1
Under the Sun,2000,0,1
Under the Volcano,1985,0,2
Underworld,1929,1,1
Unfaithful,2003,0,1
Unfinished Business,1986,0,1
Unforgiven,1993,4,9
Union Maids,1978,0,1
Union Pacific,1940,0,1
United 93,2007,0,2
United States Marine Band,1943,0,1
Universe,['1961' '1977'],0,2
Unstoppable,2011,0,1
Unstrung Heroes,1996,0,1
Up,2010,3,6
Up Close and Personal,1997,0,1
Up in Arms,1945,0,2
Up in Mabel's Room,1945,0,1
Up in the Air,2010,0,6
Urge to Build,1982,0,1
Vacation from Marriage,1947,1,1
Valiant Is the Word for Carrie,1937,0,1
Valley of the Dolls,1968,0,1
Valmont,1990,0,1
Van Gogh,1950,1,1
Vanilla Sky,2002,0,1
Varsity Show,1938,0,1
Vatel,2001,0,1
Velvet Goldmine,1999,0,1
Venus,2007,0,1
Vera Drake,2005,0,3
Vertigo,1959,0,2
"Very Nice, Very Nice",1962,0,1
Vesuvius Express,1954,0,1
Vice,2019,1,8
Vicky Cristina Barcelona,2009,1,1
Victor,1999,0,1
Victor/Victoria,1983,1,7
Victoria & Abdul,2018,0,2
Victory through Air Power,1944,0,1
Violet,1982,1,1
Virunga,2015,0,1
Visas and Virtue,1998,1,1
Visit to a Small Planet,1961,0,1
Vitelloni,1958,0,1
Viva Italia!,1979,0,1
Viva Villa!,1935,1,4
Viva Zapata!,1953,1,5
Vivacious Lady,1939,0,2
Voice in the Wind,1945,0,2
Volcano: An Inquiry into the Life and Death of Malcolm Lowry,1977,0,1
Volver,2007,0,1
"Volver a Empezar (""To Begin Again"")",1983,1,1
Von Ryan's Express,1966,0,1
Voyage of the Damned,1977,0,3
Voyage to Next,1975,0,1
W.E.,2012,0,1
WALL-E,2009,1,6
Wabash Avenue,1951,0,1
Waco: The Rules of Engagement,1998,0,1
Wag the Dog,1998,0,2
Waikiki Wedding,1938,1,2
Wait until Dark,1968,0,1
Wake Island,1943,0,4
Waldo Salt: A Screenwriter's Journey,1991,0,1
Walk on the Wild Side,1963,0,1
Walk the Line,2006,1,5
Walking,1970,0,1
Walky Talky Hawky,1947,0,1
Wall Street,1988,1,1
Wallace & Gromit in The Curse of the Were-Rabbit,2006,1,1
Walls of Fire,1974,0,1
Walter Wanger's Vogues of 1938,1938,0,2
Waltz with Bashir,2009,0,1
Waltzing Regitze,1990,0,1
Wanted,2009,0,2
"Wanted, a Master",1937,0,1
War Clouds in the Pacific,1942,0,1
War Department Report,1944,0,1
War Horse,2012,0,6
War Photographer,2002,0,1
War Witch,2013,0,1
War and Peace,1957,1,5
War for the Planet of the Apes,2018,0,1
War of the Worlds,2006,0,3
War/Dance,2008,0,1
WarGames,1984,0,3
Warrior,2012,0,1
Wartime Romance,1985,0,1
Wasp,2005,1,1
Waste Land,2011,0,1
Wat's Pig,1997,0,1
Watani: My Homeland,2017,0,1
Watch on the Rhine,1944,1,4
Water,2007,0,1
Water Birds,1953,1,1
Water Trix,1950,0,1
Waterloo Bridge,1941,0,2
Waterworld,1996,0,1
Watu Wote/All of Us,2018,0,1
Way Down South,1940,0,1
Way Out West,1938,0,1
We Can’t Live without Cosmos,2016,0,1
We Refuse to Die,1943,0,1
Weary River,1930,0,1
Wee Water Wonders,1954,0,1
Wee Willie Winkie,1938,0,1
Weekends,2019,0,1
Wells Fargo,1938,0,1
West Bank Story,2007,1,1
West Side Story,1962,10,11
Wet Blanket Policy,1949,0,1
Whale Rider,2004,0,1
What Dreams May Come,1999,1,2
What Ever Happened to Baby Jane?,1963,1,5
What Happened to Santiago,1990,0,1
"What Happened, Miss Simone?",2016,0,1
"What Next, Corporal Hargrove?",1946,0,1
What Price Hollywood?,1933,0,1
What a Way to Go!,1965,0,2
What on Earth!,1968,0,1
What's Eating Gilbert Grape,1994,0,1
What's Love Got to Do with It,1994,0,2
What's New Pussycat?,1966,0,1
What's the Matter with Helen?,1972,0,1
"What, No Men!",1935,0,1
When A Cowboy Trades His Spurs For Wings,2019,0,1
When Abortion Was Illegal: Untold Stories,1993,0,1
When Dinosaurs Ruled the Earth,1972,0,1
When Father Was Away on Business,1986,0,1
When Harry Met Sally...,1990,0,1
When Ladies Meet,['1934' '1942'],0,2
When Life Departs,1999,0,1
When Magoo Flew,1955,1,1
When Marnie Was There,2016,0,1
When My Baby Smiles at Me,1949,0,2
When Time Ran Out,1981,0,1
When Tomorrow Comes,1940,1,1
When We Were Kings,1997,1,1
When Willie Comes Marching Home,1951,0,1
When Worlds Collide,1952,1,2
When the Day Breaks,2000,0,1
Where Love Has Gone,1965,0,1
Where Mountains Float,1957,0,1
Which Way Home,2010,0,1
Whiffs,1976,0,1
While I Run This Race,1968,0,1
Whiplash,2015,3,5
Whistling Smith,1976,0,1
White Banners,1939,0,1
White Bim Black Ear,1979,0,1
White Christmas,1955,0,1
White Eagle,1943,0,1
White Earth,2015,0,1
White Heat,1950,0,1
White Nights,1986,1,2
White Rhapsody,1946,0,1
White Shadows in the South Seas,1930,1,1
White Wilderness,1959,1,2
Who Are the Debolts? And Where Did They Get Nineteen Kids?,1978,1,1
Who Framed Roger Rabbit,1989,3,6
Who Is Harry Kellerman and Why Is He Saying Those Terrible Things about Me?,1972,0,1
Who Killed Cock Robin?,1936,0,1
Who Killed Vincent Chin?,1989,0,1
Who's Afraid of Virginia Woolf?,1967,5,13
Who's Who in Animal Land,1945,1,1
Whoopee!,1932,0,1
Why Can't We Be a Family Again?,2003,0,1
Why Girls Leave Home,1946,0,2
Why Korea?,1951,1,1
Why Man Creates,1969,1,1
Wild,2015,0,2
Wild Is the Wind,1958,0,3
Wild Life,2012,0,1
Wild Strawberries,1960,0,1
Wild Tales,2015,0,1
Wild Wings,1967,1,1
Wild at Heart,1991,0,1
Wild by Law,1992,0,1
Wild in the Streets,1969,0,1
William Shakespeare's Romeo & Juliet,1997,0,1
Willow,1989,0,2
Willy Wonka and the Chocolate Factory,1972,0,1
Wilson,1945,5,10
Windy Day,1969,0,1
Wing and a Prayer,1945,0,1
Winged Migration,2003,0,1
Wings,1929,2,2
Wings over Honolulu,1938,0,1
Wings over Mt. Everest,1936,1,1
Winnie the Pooh and Tigger Too,1975,0,1
Winnie the Pooh and the Blustery Day,1969,1,1
Winning Your Wings,1943,0,1
Winter Paradise,1954,0,1
Winter on Fire: Ukraine’s Fight for Freedom,2016,0,1
Winter's Bone,2011,0,4
Winterset,1937,0,2
Wish 143,2011,0,1
With Babies and Banners: Story of the Women's Emergency Brigade,1979,0,1
With Byrd at the South Pole,1931,1,1
With These Hands,1951,0,1
With a Song in My Heart,1953,1,5
With the Marines at Tarawa,1945,1,1
Witness,1986,2,8
Witness for the Prosecution,1958,0,6
Witness to Apartheid,1987,0,1
Witness to War: Dr. Charlie Clements,1986,1,1
Wives and Lovers,1964,0,1
Wolfgang,1998,0,1
Woman in the Dunes,['1965' '1966'],0,2
Woman of the Town,1945,0,1
Woman of the Year,1943,1,2
Women at War,1944,0,1
Women in Love,1971,1,4
Women in War,1941,0,1
Women on the Verge of a Nervous Breakdown,1989,0,1
"Women--for America, for the World",1987,1,1
Wonder,2018,0,1
Wonder Boys,2001,1,3
Wonder Man,1946,1,4
Wonder of Women,1930,0,1
Woodstock,1971,1,3
Wordless,1997,0,1
Work Experience,1990,1,1
Working Girl,1989,1,6
World of Kids,1952,1,1
World of Tomorrow,2016,0,1
Wreck-It Ralph,2013,0,1
Wrestling Swordfish,1933,1,1
Written on the Wind,1957,1,3
Wrong Way Butch,1951,0,1
Wuthering Heights,1940,1,8
Wyatt Earp,1995,0,1
X-Men: Days of Future Past,2015,0,1
Y Tu Mamá También,2003,0,1
Yad Vashem: Preserving the Past to Ensure the Future,1990,0,1
Yankee Doodle Dandy,1943,3,8
Yankee Doodle Mouse,1944,1,1
Yeats Country,1966,0,1
Yentl,1984,1,5
"Yes, Giorgio",1983,0,1
Yesterday,2005,0,1
"Yesterday, Today and Tomorrow",1965,1,1
Yojimbo,1962,0,1
You Are Free  (Ihr Zent Frei),1984,0,1
You Can Count on Me,2001,0,2
You Can't Take It with You,1939,2,7
You Can't Win,1949,0,1
You Don't Have to Die,1989,1,1
You Light Up My Life,1978,1,1
You Were Never Lovelier,1943,0,3
You'll Find Out,1941,0,1
You'll Never Get Rich,1942,0,2
You're a Big Boy Now,1967,0,1
You're a Sweetheart,1938,0,1
Young Bess,1954,0,2
Young Frankenstein,1975,0,2
Young Guns II,1991,0,1
Young Mr. Lincoln,1940,0,1
Young Sherlock Holmes,1986,0,1
Young Winston,1973,0,3
Young at Heart,1988,1,1
Your Face,1988,0,1
Your National Gallery,1946,0,1
Youth,2016,0,1
Youth in Crisis,1944,0,1
Youth on Parade,1943,0,1
Z,1970,2,5
Zelary,2004,0,1
Zelig,1984,0,2
Zero Dark Thirty,2013,0,5
Zootopia,2017,1,1
Zorba the Greek,1965,3,7
Zus & Zo,2003,0,1
images,1973,0,1
"sex, lies, and videotape",1990,0,1
the accountant,2002,1,1
the end,1996,0,1
tom thumb,1959,1,1
Ådalen '31,1970,0,1
