,title,budget,popularity,revenue,runtime,vote_average,vote_count,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
4285,filly brown,0,0.106949,0,100.0,5.9,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4286,the lion of judah,15000000,0.165909,0,87.0,5.8,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4287,niagara,1250000,9.903992,8500000,92.0,6.7,79,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4288,how green was my valley,1250000,7.700189999999999,6000000,118.0,6.8,72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4289,da sweet blood of jesus,0,4.480579,0,123.0,4.1,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4290,sex lies and videotape,1200000,10.869492,0,100.0,6.7,185,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4291,saw,1200000,63.655972999999996,103911669,103.0,7.2,2184,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
4292,super troopers,3000000,16.312803,18492362,100.0,6.6,362,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4293,the algerian,1,0.025363999999999998,0,99.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4294,the amazing catfish,1300000,1.4734049999999999,0,87.0,5.7,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4295,monsoon wedding,0,8.109958,0,114.0,6.8,57,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4296,you can count on me,0,7.142448,0,111.0,6.8,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4297,the trouble with harry,1200000,6.920872999999999,7000000,99.0,6.9,149,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4298,but im a cheerleader,0,4.826908,0,85.0,6.5,101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4299,home run,1200000,3.085411,2861020,114.0,6.3,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4300,reservoir dogs,1200000,66.925866,14661007,99.0,8.0,3697,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4301,the blue bird,0,1.280733,0,88.0,6.4,8,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
4302,the good the bad and the ugly,1200000,88.377076,6000000,161.0,8.1,2311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4303,the second mother,0,9.683622,0,110.0,7.8,165,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4304,blue like jazz,1250000,1.6116,0,106.0,5.8,25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4305,down  out with the dolls,0,0.002386,0,88.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4306,pink ribbons inc,900000,0.097913,25000,97.0,6.8,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4307,certifiably jonathan,1200000,0.047781,0,85.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4308,desire,1344000,20.422245999999998,0,103.0,4.1,140,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4309,the blade of don juan,0,0.021678,0,98.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4310,grand theft parsons,0,1.998557,0,88.0,6.0,11,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4311,extreme movie,0,8.148187,0,88.0,3.9,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4312,the charge of the light brigade,1200000,2.968235,2736000,115.0,6.8,18,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4313,below zero,0,1.36514,0,0.0,4.4,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4314,crowsnest,1200000,0.057564,0,84.0,4.8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4315,airborne,2600000,8.001156,2850263,91.0,6.1,20,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4316,cotton comes to harlem,1200000,1.079125,0,97.0,6.7,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4317,the wicked within,0,1.906151,0,91.0,4.2,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4318,bleeding hearts,0,0.100533,0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4319,waiting,3000000,10.230583,18637690,94.0,6.2,237,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4320,dead mans shoes,0,12.818441,0,90.0,7.2,151,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4321,from a whisper to a scream,1100000,1.220072,1400000,99.0,6.8,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4322,sex with strangers,0,0.014406,0,0.0,5.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4323,dracula pages from a virgins diary,1596010,0.552361,0,75.0,6.9,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4324,faith like potatoes,0,0.147886,0,97.0,6.0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4325,beyond the black rainbow,1100000,7.717237,0,110.0,5.7,77,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
4326,the raid,1100000,40.285095,4105187,101.0,7.3,1055,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4327,the dead undead,0,0.249457,0,90.0,3.1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4328,the vatican exorcisms,0,0.447166,0,0.0,4.4,11,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
4329,casablanca,878000,43.729123,10462500,102.0,7.9,1422,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4330,lake mungo,0,4.653047,0,84.0,6.1,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4331,rocket singh salesman of the year,1250000,3.000435,0,156.0,7.0,27,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4332,silent running,1000000,11.095414,0,89.0,6.3,177,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4333,rocky,1000000,72.19808,117235147,119.0,7.5,1791,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4334,the sleepwalker,0,0.926084,0,92.0,4.1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4335,tom jones,1000000,2.833166,37600000,128.0,6.1,39,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4336,unfriended,1000000,41.972328999999995,62882090,82.0,5.5,1047,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4337,taxi driver,1300000,58.845025,28262574,114.0,8.0,2535,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4338,the howling,1000000,6.5328550000000005,17985893,91.0,6.4,161,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4339,dr no,950000,48.901542,59600000,110.0,6.9,940,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4340,chernobyl diaries,0,20.649145,18112929,88.0,4.9,483,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4341,hellraiser,1000000,22.583834,14564027,94.0,6.9,449,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4342,gods not dead 2,5000000,6.96858,23507567,121.0,5.7,72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4343,crywolf,1000000,6.926926,10047674,90.0,5.6,126,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4344,godzilla 2000,1000000,3.322721,10037390,107.0,5.9,43,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4345,blue valentine,3500000,26.881611,16566240,112.0,6.9,890,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4346,transamerica,1000000,9.773398,13350369,103.0,6.9,144,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4347,the devil inside,1000000,13.152822,101758490,83.0,4.6,262,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4348,beyond the valley of the dolls,2090000,4.289003,40000000,109.0,6.6,53,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4349,love me tender,1000000,1.444258,9000000,89.0,5.5,21,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
4350,an inconvenient truth,1000000,14.139004000000002,46243000,100.0,6.7,251,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4351,sands of iwo jima,1000000,3.8510000000000004,7800000,100.0,6.2,33,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
4352,shine a light,0,2.162522,0,122.0,7.2,44,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4353,the green inferno,5000000,17.845160999999997,6833445,100.0,5.0,349,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4354,departure,0,0.42583000000000004,0,109.0,7.5,12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
4355,the sessions,1000000,9.115486,9138338,98.0,6.6,179,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4356,food inc,0,15.017161999999999,0,94.0,7.4,217,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4357,october baby,0,1.86221,5355847,107.0,6.8,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4358,next stop wonderland,0,1.334481,0,96.0,6.0,20,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4359,the skeleton twins,0,15.699363,5284309,90.0,6.7,292,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4360,martha marcy may marlene,0,17.806082,3538446,101.0,6.7,277,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4361,obvious child,0,10.12895,3123963,83.0,6.7,187,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4362,frozen river,0,4.805651,0,97.0,6.7,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4363,20 feet from stardom,1000000,5.247955999999999,0,89.0,7.4,85,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4364,two girls and a guy,1000000,4.86805,2057193,84.0,5.4,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4365,walking and talking,0,0.36731199999999997,0,86.0,6.6,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4366,who killed the electric car,1000000,5.3231839999999995,1678874,92.0,7.2,59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4367,the broken hearts club a romantic comedy,1000000,3.4241580000000003,1744858,94.0,6.3,25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4368,bubba hotep,1000000,9.954848,0,92.0,6.7,191,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
4369,slam,1,0.29245,0,100.0,6.7,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4370,brigham city,1000000,0.28008299999999997,852206,119.0,7.3,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
4371,fiza,1000000,0.043023,623791,170.0,6.1,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4372,orgazmo,1000000,5.06516,0,94.0,6.2,115,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4373,all the real girls,0,3.65924,0,108.0,5.9,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4374,dream with the fishes,0,0.9483159999999999,0,97.0,7.7,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4375,blue car,1000000,0.6726949999999999,464000,92.0,6.7,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4376,palo alto,0,16.570708,0,100.0,6.4,348,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4377,ajami,0,0.51799,0,120.0,6.8,27,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4378,wristcutters a love story,0,8.542921,0,88.0,6.7,160,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
4379,i origins,0,37.555398,336472,106.0,7.5,1063,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4380,the battle of shaker heights,1000000,5.20209,0,79.0,5.6,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4381,the act of killing,1000000,8.887411,444575,115.0,7.5,210,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4382,taxi to the dark side,1000000,0.7485649999999999,274661,106.0,6.6,53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4383,once in a lifetime the extraordinary story of the new york cosmos,1000000,0.436148,0,97.0,4.7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4384,guiana 1838,0,0.030253,0,120.0,2.8,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4385,lisa picard is famous,0,0.6900890000000001,0,90.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386,antarctica a year on ice,1000000,1.883947,0,92.0,7.2,29,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4387,a lego brickumentary,650000,1.631274,0,93.0,6.4,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388,hardflip,1000000,0.341461,0,114.0,4.7,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4389,chocolate deep dark secrets,0,0.8878209999999999,0,200.0,3.4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4390,the house of the devil,0,8.628485000000001,0,95.0,6.0,197,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
4391,the perfect host,0,6.507094,14870,93.0,6.2,135,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4392,safe men,0,1.1907290000000001,0,88.0,6.3,16,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4393,speedway junky,1000000,0.340019,0,104.0,5.2,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4394,the last big thing,0,0.678475,0,98.0,6.0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4395,the specials,0,9.055447000000001,0,82.0,5.5,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4396,16 to life,0,0.10846800000000001,0,118.0,4.4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4397,alone with her,1000000,2.175696,10018,78.0,6.2,20,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
4398,creative control,1000000,1.50211,0,97.0,5.4,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4399,special,1000000,1.260314,7202,81.0,6.6,32,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
4400,sparkler,0,0.547654,0,96.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4401,the helix loaded,0,0.0206,0,97.0,4.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4402,in her line of fire,0,0.429587,0,88.0,3.3,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4403,the jimmy show,0,0.098351,0,96.0,8.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4404,heli,1000000,3.629777,0,105.0,6.2,32,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4405,karachi se lahore,0,0.060002999999999994,0,0.0,8.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4406,loving annabelle,900000,7.145832,0,76.0,6.4,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4407,hits,1000000,3.638411,0,96.0,4.9,23,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4408,jimmy and judy,0,1.255771,0,99.0,5.4,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4409,frat party,0,0.783842,0,84.0,3.5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4410,the partys over,0,0.118324,0,94.0,6.1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4411,proud,0,0.023681,0,87.0,5.5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4412,the poker house,0,2.9485759999999996,0,93.0,6.1,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4413,childless,0,0.24385300000000001,0,90.0,4.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4414,zmd zombies of mass destruction,0,1.563711,0,92.0,4.7,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4415,snow white a deadly summer,1000000,0.6534949999999999,0,85.0,4.8,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4416,hidden away,0,1.233688,0,96.0,7.6,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4417,my last day without you,1000000,0.153625,0,90.0,5.7,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4418,steppin the movie,0,0.328498,0,85.0,5.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4419,doc hollidays revenge,1000000,0.4594,0,84.0,3.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4420,black rock,0,7.207051,0,83.0,4.9,78,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4421,truth or dare,0,6.6799539999999995,0,95.0,5.7,117,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
4422,the pet,0,1.284741,0,94.0,5.3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4423,bang bang baby,1000000,0.9733229999999999,0,90.0,6.6,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
4424,fear clinic,1,1.859965,0,95.0,4.0,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4425,zombie hunter,0,3.418372,0,93.0,3.5,34,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4426,a fine step,0,0.6543399999999999,0,90.0,4.1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4427,charly,950000,0.17868900000000001,814666,103.0,6.6,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4428,banshee chapter,950000,7.310878999999999,0,87.0,5.7,92,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4429,ask me anything,950000,8.976128,0,100.0,5.5,155,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
4430,and then came love,0,0.280829,0,90.0,5.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4431,food chains,913000,0.7956979999999999,0,83.0,7.4,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4432,on the waterfront,910000,16.015598999999998,9600000,108.0,8.0,357,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4433,lfe happens,930000,5.974156,30905,100.0,5.3,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4434,4 months 3 weeks and 2 days,852510,9.270133,1185783,113.0,7.3,156,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4435,the horror network vol 1,0,0.392658,0,0.0,5.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4436,hard candy,950000,25.918007,7022209,103.0,6.8,701,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4437,the quiet,900000,4.0971,381420,96.0,6.1,73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4438,circumstance,0,2.34239,0,107.0,7.4,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4439,fruitvale station,0,20.967146,17385830,85.0,7.3,390,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4440,the brass teapot,0,10.639774000000001,0,100.0,5.8,160,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4441,bambi,858000,47.651878,267447150,70.0,6.8,1405,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4442,the hammer,0,0.9570219999999999,0,88.0,6.5,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4443,latter days,850000,5.4249160000000005,819939,107.0,6.7,56,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4444,elza,0,0.007254000000000001,0,78.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4445,1982,1000000,0.17588499999999999,0,90.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4446,for a good time call,850000,14.238376,1243961,85.0,5.8,110,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4447,celeste  jesse forever,0,9.436430999999999,3094813,91.0,6.4,163,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4448,time changer,0,0.33975700000000003,0,95.0,5.2,9,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
4449,london to brighton,0,3.060685,0,85.0,6.5,34,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4450,american hero,0,5.023091,0,86.0,5.0,62,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4451,windsor drive,0,0.504251,0,90.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4452,a separation,800000,12.049373,0,123.0,7.7,469,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4453,crying with laughter,0,0.108135,0,93.0,7.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4454,welcome to the dollhouse,0,5.870319,0,88.0,6.9,103,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4455,ruby in paradise,800000,0.59424,1001437,114.0,5.6,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4456,raising victor vargas,800000,3.6436620000000004,2816116,88.0,7.8,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4457,pandoras box,0,1.824184,0,109.0,7.6,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
4458,harrison montgomery,0,0.006943,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4459,livein maid,0,0.038706,0,83.0,7.8,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4460,deterrence,0,2.171288,0,101.0,6.1,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
4461,the mudge boy,800000,5.292536,62852,94.0,7.3,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4462,the young unknowns,0,0.004922,0,87.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4463,not cool,0,1.186971,0,90.0,3.7,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4464,dead snow,800000,11.205726,1984662,91.0,6.1,311,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4465,saints and soldiers,780000,6.003418,0,90.0,6.6,98,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
4466,vessel,0,0.32255300000000003,0,14.0,5.9,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4467,american graffiti,777000,19.326114999999998,140000000,110.0,6.9,324,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4468,iraq for sale the war profiteers,0,1.517771,0,75.0,8.0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4469,aqua teen hunger force colon movie film for theaters,0,1.4531459999999998,0,86.0,6.5,35,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4470,safety not guaranteed,750000,25.186002,4007792,85.0,6.8,556,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4471,kevin hart laugh at my pain,0,5.4988339999999996,0,89.0,7.7,43,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4472,kill list,500000,12.203041,171760,95.0,6.0,210,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4473,the innkeepers,750000,14.386807000000001,78396,102.0,5.4,219,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4474,the conformist,750000,8.429295,0,107.0,7.6,127,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4475,interview with the assassin,500000,0.471264,0,88.0,5.6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4476,donkey punch,0,3.283886,0,99.0,4.5,52,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
4477,all the boys love mandy lane,750000,12.284939,0,90.0,5.7,209,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
4478,bled,0,1.0391489999999999,0,95.0,3.8,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
